,商品名称,商品编号,商品毛重,商品产地,搭配主板,板型,处理器,店铺,M.2接口数量,RGB,适用CPU接口,质保期,是否支持PCIE4.0,INTEL芯片,Wi-Fi连接,SSD固态硬盘接口,适用场景,IDE接口,声道,DDR代数,内存插槽,内存标准,最大内存容量,PCI 插槽,PCI Express x16,PCI Express x1,接口,集成显卡,最大网络速度,平台类型,品牌,型号,板型大小,电源接口,适用游戏,AMD芯片,SATA,RAID支持,声卡特色,PCI Express x4,兼容系列,系统风扇插座,USB扩展接口,CPU风扇插座,RJ 45网络接口,USB,音频接口,HDMI接口,PS/2,游戏特色,货号,IEEE 1394扩展接口,LPT扩展接口,光纤接口,S/PDIF 同轴接口,ESATA,声卡类型,产品净重,产品尺寸（mm）,COM扩展接口,网卡类型,质保年限
221,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
222,华硕玩家国度ROGCROSSHAIRVIIIDARKHEROCPU主板U套装C8DH主板+R95950X16核32线程3.4G,10027534929144,2.0kg,中国大陆,X570,ATX（标准型）,锐龙9,嘉锐电脑专营店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,20x30x15,,,
223,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
224,映泰B550T-SILVER,100022017792,0.84kg,中国大陆,,MINI-ITX（迷你型）,,,1个,ARGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,ALC897,DDR4,2xDDR4,DDR42666；DDR43000；DDR43200；DDR43600,64GB,0个,1个,0个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,映泰BIOSTAR,B550T-SILVER,17cm*17cm,24+8,梦三国，孤岛惊魂4，吃鸡游戏，GTA5,B550,6个,"SupportsAHCI&RAID0,1,10",智能HiFi音效,,支持SocketAM4系列处理器锐龙3-5代处理器,1组,2组,1,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口,,,,,,,,,,,,,3年质保
225,昂达H410SD4-ITX全固版,100009402493,0.58kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200，INTEL其他,,不支持PCIE4.0,H410,不支持WiFi,M.2接口(NVMe协议),优选系列,无,5.1声道,DDR4,2xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800,64GB,0个,1个,1个,LGA1200（支持10代处理器,非集成显卡,10M/100M/1000M,Intel平台,昂达ONDA,H410SD4-ITX全固版,170x170(mm),24+4,英雄联盟，坦克世界，使命召唤11，战地5,,3个,其他,,,"支持英特尔LGA1200插槽,第10代英特尔酷睿处理器",1组,2组,,1个,4个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,其他,,,,,,,RealtekALC662,,,,,3年质保
226,铭瑄（MAXSUN）铭瑄MS-挑战者H410M,10029378606512,0.7kg,中国大陆,,M-ATX（紧凑型）,,铭瑄官方旗舰店,0个,不是RGB,INTEL其他,,不支持PCIE4.0,H410,不支持WiFi,M.2接口(NVMe协议),优选系列,无,5.1声道,DDR4,其它,DDR42133；DDR42400；DDR42666,32GB,0个,1个,1个,INTEL其他,非集成显卡,10M/100M/1000M,Intel平台,,铭瑄MS-挑战者H410M,,24+8,英雄联盟，魔兽世界，Apex英雄,,其他,其他,,0个,,1组,6组,,1个,6个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,其他,铭瑄MS-挑战者H410M,0组,其他,其他,其他,0组,RealtekALC662,,,1组,其他,3年质保
227,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
228,七彩虹CVNB560MGAMINGPROV20,100021320326,1.42kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42400；DDR42666；DDR43000；DDR43200；DDR43600；DDR43800；DDR44000及以上,128GB,0个,1个,1个,INTELLGA1200,非集成显卡,其他,Intel平台,七彩虹COlORFUL,CVNB560MGAMINGPROV20,245mm*245mm,24+8,英雄联盟，巫师3，坦克世界，吃鸡游戏,,6个,,天籁魔音系统,1个,支持第10、11代i7/i5/i3/奔腾处理器,3组,2组,1组CPU风扇插座,1个,6个,6x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,,,,,,,,,,,,,3年质保
229,铭瑄MS-iCraftB560M,100013104637,1.98kg,中国大陆,,M-ATX（紧凑型）,,,2个,RGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议),,无,7.1声道,DDR4,4xddr4内存插槽,DDR43200；DDR43000；DDR42133；DDR42200；DDR42400；DDR42666；DDR42800,128GB,3个,1个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,铭瑄（Maxsun）,MS-iCraftB560M,24.5*24.5CM,24+8,,,,,,1个,,,,,,,,,,,,,,,,,ALC887/897,,,,,3年质保
230,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
231,华硕ASUSPRIMEH410M/H510M主板支持G6405/10400F/11400FPRIMEH410M-A【支持十代酷睿】,72125731317,100.0kg,,,M-ATX（紧凑型）,,华硕鸿鑫专卖店,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,,不支持,SATA接口，M.2接口(NVMe协议),家用/办公,无,其他,DDR4,2xddr2内存插槽,DDR42200；DDR42666；DDR43000,64GB,0个,1个,2个,INTELLGA1200,非集成显卡,其他,Intel平台,华硕ASUS,PRIMEH410/H510,,24+8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3年质保
232,华硕（ASUS）H310R2.0系列台式机电脑主板PRIMEH310M-FR2.0,43838331638,1.1kg,,,M-ATX（紧凑型）,,华之硕电脑专营店,1个,不是RGB,INTEL1151（八代）,,不支持PCIE4.0,H310,不支持WiFi,SATA接口,家用/办公,无,7.1声道,DDR4,其它,,32GB,0个,1个,,,非集成显卡,10M/100M/1000M,Intel平台,华硕ASUS,H310,21.34厘米x17.78厘米,24+4,剑灵，吃鸡游戏，Apex英雄,,4个,,,,,,,,1个,,3x3.5mm接口,,1xPS/2键盘接口，1xPS/2鼠标接口,其他,,,,1x光纤接口,,,RealtekALC887,,,,,3年质保
233,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
234,微星B560MBOMBER,100020474054,0.8kg,中国大陆,,M-ATX（紧凑型）,,,1个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,64GB,0个,1个,2个,INTELLGA1200,非集成显卡,其他,Intel平台,微星MSI,B560MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,6个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,,,,,,,,,3年质保
235,技嘉（GIGABYTE）Z590主板,69781117260,1.25kg,中国大陆,,ATX（标准型）,,迪科电脑配件专营店,2个,不是RGB,INTELLGA1200,,支持PCIE4.0,Z590,不支持,SATA接口，M.2接口(NVMe协议),发烧/超频，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,技嘉GIGABYTE,z590,30.5cmx24.4cm,24+12,,,,RAID0、RAID1、RAID5、RAID10及RAIDJBOD功能,,,,,,,,,3x3.5mm接口,,,技嘉AORUS,,,,,,,,,,,,3年质保
236,微星MAGB460MMORTAR,100013411126,1.45kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,不支持PCIE4.0,B460,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,其他,Intel平台,,MAGB460MMORTAR,,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,,,,,,,,,,,,,,微星GAMING,,,,,,,,,,,,3年质保
237,技嘉B550MAORUSPROAX,100022076318,1.48kg,中国,,M-ATX（紧凑型）,,,2个,不是RGB,AMDAM4,,支持PCIE4.0,,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,其他,DDR4,4xddr4内存插槽,DDR43200；DDR42666；DDR42400；DDR42133,128GB,0个,1个,1个,AMDAM4,非集成显卡,其他,AMD平台,技嘉GIGABYTE,B550MAORUSPROAX,MicroATX规格；24.4cmx24.4cm,24+8,英雄联盟，吃鸡游戏，DOTA2,B550,4个,RAID0、RAID1、RAID10,,,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
238,微星微星,100016461544,1.8kg,中国大陆,B550,M-ATX（紧凑型）,锐龙5,,,,,,,,,,,,,,,,,,,,AMDAM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33kg,243.84mmx243.84mm,,,
239,华硕（ASUS）ROGSTRIXB550-AGAMING,72034260383,1.66kg,,,ATX（标准型）,,华硕电脑配件专卖店,2个,ARGB,AMDAM4,,支持PCIE4.0,,不支持,M.2接口(NVMe协议),发烧/超频，家用/办公，优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42133；DDR42400；DDR42666；DDR42800；DDR43000,128GB,0个,2个,3个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,华硕ASUS,ROGSTRIXB550-AGAMING,30.5cmx24.4cm,24+12,,B550,6个,,,,,,,,,,,,,,,,,,,,,,,,,3年质保
240,技嘉（GIGABYTE）Z390,10033444307825,2.0kg,,,ATX（标准型）,,启诺电脑配件专营店,1个,RGB,INTEL1151（九代）,,不支持PCIE4.0,,支持WIFI,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42666；DDR43200；DDR43600,64GB,3个,3个,3个,INTEL1151（九代）,非集成显卡,10M/100M/1000M,Intel平台,技嘉GIGABYTE,Z390,,24+8,,,6个,,,,,,,,,,,,,,,,,,,,,,,,Intel网卡,3年质保
241,华硕华硕TUFGAMINGB560M-PLUS重炮手主板+英特尔(intel)i7-11700酷睿CPU处理器板U套装CPU主板套装,100010608681,2.0kg,中国大陆,B560,M-ATX（紧凑型）,Inteli7,,,,,,,,,,,,,,,,,,,,INTELLGA1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kg,0,,,
242,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
243,英特尔(Intel)酷睿I510400F/10400/11400F盒装电脑处理器影驰主板CPU套装影驰B460M幻影主板IntelI510400F套装,10023606822375,500.00g,,B460,M-ATX（紧凑型）,Inteli5,锐世界旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3kg,180,,,
244,微星H510MBOMBER,100020623406,0.74kg,中国大陆,,M-ATX（紧凑型）,,,1个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持WiFi,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,微星MSI,H510MBOMBER,236mmx202mm,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,4个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,其他,,,其他,,,,其他,3年质保
245,英特尔10400F/10600KF/10700F盒装CPU搭配B460/B560华硕板U套装华硕TUFB560M-PLUSWIFI10400,71003223456,2.0kg,中国大陆,B460,M-ATX（紧凑型）,Inteli5,京天DIY电脑旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200x200x200,,,
246,技嘉B560MAORUSELITE,100019164520,1.31kg,中国,,M-ATX（紧凑型）,,,2个,不是RGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,优选系列,无,其他,DDR4,4xddr4内存插槽,DDR42133；DDR42400；DDR42666；DDR43000,128GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M,Intel平台,技嘉GIGABYTE,B560MAORUSELITE,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，DOTA2,,,,,1个,,,,,,,,,,技嘉AORUS,,,,,,,,,,,,3年质保
247,华擎H510M-HVSR2.0,100023641782,0.71kg,中国/越南,,M-ATX（紧凑型）,,,0个,不是RGB,INTELLGA1200,,支持PCIE4.0,H510,不支持,SATA接口,家用/办公，优选系列,无,7.1声道,DDR4,其它,DDR42133；DDR42400；DDR42666；DDR43000；DDR43200,64GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华擎ASROCK,H510M-HVSR2.0,19.7cmx18.8cm,24+8,巫师3，DOTA2，战地5,,4个,,,,,,,,1个,,,1个,1xPS/2键盘接口，1xPS/2鼠标接口,华擎GAMING,,,,,,,,,,,,3年质保
248,华擎H410M-ITX/ac主板,100013507418,0.7kg,越南,,MINI-ITX（迷你型）,,,1个,不是RGB,INTELLGA1200,,不支持PCIE4.0,H410,支持WIFI,M.2接口(NVMe协议),家用/办公,无,7.1声道,DDR4,其它,DDR42133；DDR42400；DDR42800,64GB,0个,1个,0个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,华擎ASROCK,H410M-ITX/ac,17.0cmx17.0cm,24+8,,,4个,,,,,2组,2组,1组,1个,4个,,1个,1xPS/2键鼠接口,,,,,,,,RealtekALC887,,,,,3年质保
249,英特尔10400F/10600KF/10700F盒装CPU搭配B460/B560华硕板U套装华硕TUFB560M-PLUSWIFI10400,71003223456,2.0kg,中国大陆,B460,M-ATX（紧凑型）,Inteli5,京天DIY电脑旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200x200x200,,,
250,铭瑄MS-iCraftZ590WIFI,100011619441,2.4kg,中国大陆,,ATX（标准型）,,,4个,ARGB,INTELLGA1200,,支持PCIE4.0,Z590,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR43000；DDR43200；DDR43400；DDR42400；DDR43600；DDR42666；DDR42800；DDR43800；DDR44000及以上,128GB,5个,1个,3个,INTELLGA1200,非集成显卡,其他,Intel平台,铭瑄（Maxsun）,MS-iCraftZ590M,305*245,24+8,英雄联盟，魔兽世界，吃鸡游戏，GTA5,,,,,1个,,4组,6组,,1个,,3x3.5mm接口,1个,1xPS/2键盘接口,,,,,1x光纤接口,,,,,,,,3年质保
251,昂达昂达A320SD4-ITX全固版,100010945424,0.595kg,中国大陆,,MINI-ITX（迷你型）,,,1个,不是RGB,AMDAM4,,不支持PCIE4.0,,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公,无,5.1声道,DDR4,2xDDR4内存插槽,DDR42133；DDR42400；DDR42666；DDR42800,32GB,0个,1个,0个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,昂达ONDA,昂达A320SD4-ITX全固版,170x170(mm),24+4,英雄联盟，穿越火线，武装突袭3，Apex英雄,A320,3个,,,,支持AMDAM4锐龙系列处理器,1组,3组,,1个,4个,3x3.5mm接口,1个,1xPS/2键盘接口，1xPS/2鼠标接口,,,,,"VGAx1,DVIx1",,,RealtekALC662,,,1组,,3年质保
252,英特尔10400F/10600KF/10700F盒装CPU搭配B460/B560华硕板U套装华硕TUFB560M-PLUSWIFI10400,71003223456,2.0kg,中国大陆,B460,M-ATX（紧凑型）,Inteli5,京天DIY电脑旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200x200x200,,,
253,英特尔10400F/10600KF/10700F盒装CPU搭配B460/B560华硕板U套装华硕TUFB560M-PLUSWIFI10400,71003223456,2.0kg,中国大陆,B460,M-ATX（紧凑型）,Inteli5,京天DIY电脑旗舰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2kg,200x200x200,,,
254,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
255,华硕TUFGAMINGB560M-PLUSWIFI,100010397513,1.38kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,2500M,Intel平台,华硕ASUS,TUFGAMINGB560M-PLUSWIFI,24.4cmx24.4cm,24+8,英雄联盟，魔兽世界，Apex英雄,,6个,,电竞音效,0个,,,,,1个,8个,5x3.5mm接口,1个,,华硕TUF,,,,,1个,,ALC887/897,,,,,3年质保
256,技嘉（GIGABYTE）B560系列,62393243430,2.0kg,,,M-ATX（紧凑型）,,技嘉旗舰店,1个,不是RGB,INTEL其他,,支持PCIE4.0,B460,不支持,M.2接口(NVMe协议),家用/办公,无,其他,DDR4,其它,DDR42133；DDR42200；DDR42400；DDR42666,32GB,0个,1个,0个,INTEL其他,非集成显卡,10M/100M/1000M,Intel平台,技嘉GIGABYTE,B560系列,,20+4,英雄联盟，吃鸡游戏，DOTA2,,,,,0个,,,,,,,,,,技嘉AORUS,,0组,,,,0组,,,,,,3年质保
257,微星B560MMORTAR,100019686776,1.66kg,中国大陆,,M-ATX（紧凑型）,,,2个,ARGB,INTELLGA1200,,支持PCIE4.0,B560,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,INTELLGA1200,非集成显卡,其他,Intel平台,微星MSI,MAGB560MMORTAR,244x244,24+8,英雄联盟，魔兽世界，吃鸡游戏，Apex英雄,,6个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,,微星GAMING,,,,1x光纤接口,,,,,,,,3年质保
258,影驰B365M虎将台式电脑主板支持I59400FB360升级H410MB460M主板CPU套装影驰H410M暗影V3,70957292855,1.0kg,中国大陆,,M-ATX（紧凑型）,,台通电脑DIY专营店,1个,RGB,INTELLGA1200,,不支持PCIE4.0,B460,不支持,M.2接口（SATA总线）,,2个,7.1声道,DDR4,其它,DDR42400；DDR42666；DDR43000；DDR43200；DDR43600,16GB,1个,1个,1个,INTELLGA1200,是集成显卡,10M/100M,Intel平台,影驰GALAXY,B365M虎将,,20+4,,,4个,,,,,,,,,,,,,,,,,,,,,,,,,3年质保
259,微星MPGZ590GAMINGEDGEWIFI,100019441102,2.1kg,中国大陆,,ATX（标准型）,,,3个,ARGB,INTELLGA1200,,支持PCIE4.0,Z590,Wi-Fi6,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42133；DDR42200；DDR42400；DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,3个,2个,INTELLGA1200,非集成显卡,其他,Intel平台,微星MSI,MPGZ590GAMINGEDGEWiFi,305mmx244mm,24+16,英雄联盟，守望先锋，魔兽世界，Apex英雄,,6个,,,,"支持第十代和十一代Intel?Core?处理器,Intel?Pentium?,Celeron?处理器",,,,1个,,,1个,无,微星GAMING,,,,1x光纤接口,,,,,,,,3年质保
260,技嘉（GIGABYTE）B460MAORUSELITE小雕主板+CPU套装电脑板u套装B560MAORUSELITE小雕三年质保中文盒装,47690411421,1.25kg,,,M-ATX（紧凑型）,,灵竞DIY旗舰店,2个,不是RGB,INTELLGA1200,,不支持PCIE4.0,B460,不支持,SATA接口，M.2接口(NVMe协议)，M.2接口（SATA总线）,优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42400；DDR42666；DDR42800；DDR43000,128GB,0个,1个,1个,INTELLGA1200,非集成显卡,10M/100M/1000M,Intel平台,技嘉GIGABYTE,技嘉B460MAORUSELITE,24.4cmx24.4cm,24+8,英雄联盟，刺客信条，DOTA2,,6个,RAID0，RAID1，RAID5，RAID10,支持2/4/5.1/7.1声道,1个,,3组,6组,,1个,6个,3x3.5mm接口,1个,1xPS/2键鼠接口,技嘉AORUS,,0组,1组,1x光纤接口,1个,0组,RealtekALC1220-VB,,,1组,Intel网卡,3年以上质保
261,华硕华硕TUFGAMINGB560M-PLUSWIFI重炮手主板+英特尔(intel)i7-11700酷睿CPU处理器板U套装CPU主板套装,100010608607,2.0kg,中国大陆,B560,M-ATX（紧凑型）,Inteli7,,,,,,,,,,,,,,,,,,,,INTELLGA1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0kg,0,,,
262,华硕（ASUS）TUFGAMINGB550M-PLUS,71671916115,1.265kg,,,M-ATX（紧凑型）,,华硕电脑配件专卖店,2个,ARGB,AMDAM4,,支持PCIE4.0,,不支持,M.2接口(NVMe协议),发烧/超频，家用/办公，优选系列,无,7.1声道,DDR4,4xddr4内存插槽,DDR42666；DDR42800；DDR43000；DDR43200；DDR43400；DDR43600；DDR43800；DDR44000及以上,128GB,0个,2个,1个,AMDAM4,非集成显卡,10M/100M/1000M,AMD平台,华硕ASUS,TUFGAMINGB550M-PLUS,24.4cmx24.4cm,24+8,,B550,,,,,B550M-PLUS(WI-FI),,,,,,,,,,,,,,,,,,,,,3年质保
